Mod,Author,Link
"BREACH Zombie Defense","YouAlwaysWin Zombies","https://steamcommunity.com/sharedfiles/filedetails/?id=845104808"
"Abend der Toten","Marksman147","https://steamcommunity.com/sharedfiles/filedetails/?id=786370995"
"The Apartment","ヅBullen⑨③ ✰CrazyArne✰","https://steamcommunity.com/sharedfiles/filedetails/?id=1265965166"
"Hotel V2 Remaster W.I.P","Next","https://steamcommunity.com/sharedfiles/filedetails/?id=970504426"
"THE PISTOLERO : Pistols Defense challenge [BETA]","PrOxL3G3NDz_YT","https://steamcommunity.com/sharedfiles/filedetails/?id=1449674768"
"Black Ops 2 Five-SeveN","Jamie","https://steamcommunity.com/sharedfiles/filedetails/?id=774233512"
"Samurai Jack Zombies","YouAlwaysWin Zombies","https://steamcommunity.com/sharedfiles/filedetails/?id=918721881"
"Mine17","meme","https://steamcommunity.com/sharedfiles/filedetails/?id=913693620"
"ZM Mutators Mod","lilrifa2","https://steamcommunity.com/sharedfiles/filedetails/?id=1435203512"
"BLEU","IceGrenade","https://steamcommunity.com/sharedfiles/filedetails/?id=1468569442"
"CalaKer Zombies","xdferpc","https://steamcommunity.com/sharedfiles/filedetails/?id=873473920"
"The Night Before Christmas","Dan9977","https://steamcommunity.com/sharedfiles/filedetails/?id=1220210914"
"Candy Crush zombies","xdferpc","https://steamcommunity.com/sharedfiles/filedetails/?id=1286465123"
"DOOM 2 Entryway (Alpha)","HydroStax","https://steamcommunity.com/sharedfiles/filedetails/?id=787135984"
"Giant_2.1","BioShank","https://steamcommunity.com/sharedfiles/filedetails/?id=1092989705"
"Library Remake",".mindmirror★","https://steamcommunity.com/sharedfiles/filedetails/?id=861225860"
"Stroll of Death","Dog Catcher","https://steamcommunity.com/sharedfiles/filedetails/?id=842213864"
"Survive","CrazyMapperDude","https://steamcommunity.com/sharedfiles/filedetails/?id=1199710820"
"Iceworld Zombies!","🎃=(eG)= ProfessorWeeWoo🎃","https://steamcommunity.com/sharedfiles/filedetails/?id=954770730"
"Zombie Ctropical | open beta v0.91 |","Hazzy155","https://steamcommunity.com/sharedfiles/filedetails/?id=875227744"
"Zombie Village - [BETA 0.1.6]","DeBaksteenNL","https://steamcommunity.com/sharedfiles/filedetails/?id=930290964"
"Hallowscream (Beta v1.1 New Areas)","Kledde","https://steamcommunity.com/sharedfiles/filedetails/?id=864415158"
"Tiny Castle Zombies (v3.8.2)","TheSkyeLord","https://steamcommunity.com/sharedfiles/filedetails/?id=927322222"
"TITTY TWISTER","eDeK","https://steamcommunity.com/sharedfiles/filedetails/?id=788932024"
"Nazi Zombies: Der_Flur REMASTER","Casual909","https://steamcommunity.com/sharedfiles/filedetails/?id=1193427528"
"mp_rus_vill_BO3","<82ndAB>MG.Ieuan","https://steamcommunity.com/sharedfiles/filedetails/?id=920841910"
"[WIP] Simple Mod Menu by Kibitz","not used","https://steamcommunity.com/sharedfiles/filedetails/?id=773248992"
"Das Niemals Endende Blutfest!","Mr.Shhh79","https://steamcommunity.com/sharedfiles/filedetails/?id=798334730"
"UNTERRICHT","WillyWanker","https://steamcommunity.com/sharedfiles/filedetails/?id=899983878"
"Tomb Raider II - Venice","I34ST4RD","https://steamcommunity.com/sharedfiles/filedetails/?id=1398622046"
"Zombie Park","Painty","https://steamcommunity.com/sharedfiles/filedetails/?id=777256212"
"Zombie School","peace of shit","https://steamcommunity.com/sharedfiles/filedetails/?id=1437817954"
"Donald Trump's Wall of Doom","UltzZ","https://steamcommunity.com/sharedfiles/filedetails/?id=772198090"
"Wald der Untoten","MistiK","https://steamcommunity.com/sharedfiles/filedetails/?id=1357409577"
"Winter Cabin Survival.","🎃=(eG)= ProfessorWeeWoo🎃","https://steamcommunity.com/sharedfiles/filedetails/?id=1210245311"
"Mob Of The Dead Viewmodels (With Quotes)","Kaa992","https://steamcommunity.com/sharedfiles/filedetails/?id=1107854477"
"Krovi Wars","Dark Helmet","https://steamcommunity.com/sharedfiles/filedetails/?id=1347109084"
"Windows 95 Zombies","twitch.tv/WyburntheFox","https://steamcommunity.com/sharedfiles/filedetails/?id=1424266783"
"Wunderwaffe Buff","Racist Dolphin","https://steamcommunity.com/sharedfiles/filedetails/?id=901495268"
"Nightmare before christmas Zombies","xdferpc","https://steamcommunity.com/sharedfiles/filedetails/?id=1185949298"
"Unlimited Revive","Kabe❗❗","https://steamcommunity.com/sharedfiles/filedetails/?id=1366297709"
"Octagonal Challenge (Xmas Edition)","Mr Wafflez","https://steamcommunity.com/sharedfiles/filedetails/?id=824190342"
"The King's Academy Simulation","XciteThePhugoid","https://steamcommunity.com/sharedfiles/filedetails/?id=912764609"
"CLAUSTROPHOBIC RAINBOW","IceGrenade","https://steamcommunity.com/sharedfiles/filedetails/?id=1459737113"
"Nacht Der Untoten World at War","Bill","https://steamcommunity.com/sharedfiles/filedetails/?id=1096943618"
"Lights","DeathReaper","https://steamcommunity.com/sharedfiles/filedetails/?id=776465305"
"Laboratories","ChiliadChief","https://steamcommunity.com/sharedfiles/filedetails/?id=1118354327"
"SNOWGLOBE ARENA","GalacticVerge","https://steamcommunity.com/sharedfiles/filedetails/?id=1227459762"
"Schacht der Toten","TheKillaKlown","https://steamcommunity.com/sharedfiles/filedetails/?id=776135991"
"[ZM] Hallway Challenge [WIP]","Tomzen","https://steamcommunity.com/sharedfiles/filedetails/?id=778471643"
"Abandoned","GT | Jarjariskewl","https://steamcommunity.com/sharedfiles/filedetails/?id=1119331128"
"Project Fx V1 alpha Mod menu","Dynamic","https://steamcommunity.com/sharedfiles/filedetails/?id=774503874"
"Space Train Survival [Hard]","Jake3050","https://steamcommunity.com/sharedfiles/filedetails/?id=873292082"
"HOUSE OF THE DAMNED","GalacticVerge","https://steamcommunity.com/sharedfiles/filedetails/?id=1099209683"
"Ibiru Shima","Fat Kid From UP","https://steamcommunity.com/sharedfiles/filedetails/?id=940689746"
"MC Mod alpha.1.1","MakeCents","https://steamcommunity.com/sharedfiles/filedetails/?id=827433039"
"Haus Der Untoten (0.40)","Inconige","https://steamcommunity.com/sharedfiles/filedetails/?id=776172925"
"KIRCHE DER VERDAMMTEN","GalacticVerge","https://steamcommunity.com/sharedfiles/filedetails/?id=790555163"
"Epping Woods","iBarnett","https://steamcommunity.com/sharedfiles/filedetails/?id=789857432"
"MIR","eDeK","https://steamcommunity.com/sharedfiles/filedetails/?id=910318151"
"Zedernfedern "Cedar Springs"","ChiliadChief","https://steamcommunity.com/sharedfiles/filedetails/?id=1105689948"
"TRICKSHOT CENTRAL","OutofOrder","https://steamcommunity.com/sharedfiles/filedetails/?id=780371953"
"Not Your Casual Box Map(2spooky4me)","Sins","https://steamcommunity.com/sharedfiles/filedetails/?id=771408506"
"UFSO Remastered (Official Map From Call of Duty 5 World at War)","DaяkCoD","https://steamcommunity.com/sharedfiles/filedetails/?id=790587674"
"ONE BOX Challenge","YouAlwaysWin Zombies","https://steamcommunity.com/sharedfiles/filedetails/?id=897901613"
"Rubik's Cube Free Run Mod","ConvictioNDR","https://steamcommunity.com/sharedfiles/filedetails/?id=827598287"
"Mcnaldos","WeeabooOverlord","https://steamcommunity.com/sharedfiles/filedetails/?id=778889292"
"Stranded V1.3","Stuff&Things","https://steamcommunity.com/sharedfiles/filedetails/?id=1096470701"
"Skip Rounds","Kabe❗❗","https://steamcommunity.com/sharedfiles/filedetails/?id=1356233670"
"ZM New Map Test","a real person 0552385","https://steamcommunity.com/sharedfiles/filedetails/?id=770675488"
"Wrath of the Alley [W.I.P] [1.1]","Giggajinx","https://steamcommunity.com/sharedfiles/filedetails/?id=937440867"
"Swamp Challenge","TheRipppa","https://steamcommunity.com/sharedfiles/filedetails/?id=1316401705"
"Undead Hallway","JermzTM","https://steamcommunity.com/sharedfiles/filedetails/?id=773002064"
"MACHT DES TODES","MrTongWah","https://steamcommunity.com/sharedfiles/filedetails/?id=1273959971"
"935 ZOMBIE LAB","dadakhr","https://steamcommunity.com/sharedfiles/filedetails/?id=1123633364"
"BlackOP's box map","BlackOP","https://steamcommunity.com/sharedfiles/filedetails/?id=773979801"
"holdoff","simon.rivers","https://steamcommunity.com/sharedfiles/filedetails/?id=924212537"
"Verruckt Untoten Haus Remastered","GalacticVerge","https://steamcommunity.com/sharedfiles/filedetails/?id=787466228"
"Nightmare Bar - The Bar Of Death [Halloween Edition - Major Update] v2.1.5","[4K]XxDEATHB3TCHxX","https://steamcommunity.com/sharedfiles/filedetails/?id=1183603209"
"Terminal Beta Update 2.1","Agentevil","https://steamcommunity.com/sharedfiles/filedetails/?id=818435055"
"Another window challenge (overpowered edition)","(((peaceful refugee)))","https://steamcommunity.com/sharedfiles/filedetails/?id=774107900"
"Easy Box Map","Squeezed Grapefruits","https://steamcommunity.com/sharedfiles/filedetails/?id=783391237"
"Villa der Untoten","Dabomb48","https://steamcommunity.com/sharedfiles/filedetails/?id=778907008"
"[DEMO]Zombie King","ThSmoke","https://steamcommunity.com/sharedfiles/filedetails/?id=787820465"
"Civitas Z","Mumen Rider","https://steamcommunity.com/sharedfiles/filedetails/?id=948162750"
"Laboratory (UPDATED)","BOR_Spartan","https://steamcommunity.com/sharedfiles/filedetails/?id=1433132979"
"Winter Adventure","🎃=(eG)= ProfessorWeeWoo🎃","https://steamcommunity.com/sharedfiles/filedetails/?id=1235612643"
"Straight From The Armory Weapon Expansion [Beta] (Build 2) (Resurrection In Progress)","Tohru","https://steamcommunity.com/sharedfiles/filedetails/?id=778768753"
"Smalltown","Pneis","https://steamcommunity.com/sharedfiles/filedetails/?id=773785984"
"mp_trunk v1.0","Quit CoD Fags","https://steamcommunity.com/sharedfiles/filedetails/?id=777602530"
"RISE OF EVIL","Merzeher","https://steamcommunity.com/sharedfiles/filedetails/?id=895888517"
"RISE OF EVIL","Merzeher","https://steamcommunity.com/sharedfiles/filedetails/?id=895888517"
"Gorod Krovi Hatchery Challenge","Dan9977","https://steamcommunity.com/sharedfiles/filedetails/?id=1123355551"
"Exhibition - Survival Map","TheFilthySandwich","https://steamcommunity.com/sharedfiles/filedetails/?id=961216496"
"zm_monty","Jof","https://steamcommunity.com/sharedfiles/filedetails/?id=773825984"
""HALLOWEEN" THE DIVISON ZOMBIES EDITION","TheFilthySandwich","https://steamcommunity.com/sharedfiles/filedetails/?id=776557528"
"Let Freedom Ring","MJPWGaming","https://steamcommunity.com/sharedfiles/filedetails/?id=1431012116"
"The_Last_Ship","Ghost","https://steamcommunity.com/sharedfiles/filedetails/?id=885517230"
"Shipment Zombies [WIP]","t g u d g e","https://steamcommunity.com/sharedfiles/filedetails/?id=887405037"
"The Giant Daytime Multiplayer","Ya Boi Festus","https://steamcommunity.com/sharedfiles/filedetails/?id=1219787294"
"Hitmarkers in Zombies","Collie","https://steamcommunity.com/sharedfiles/filedetails/?id=950344086"
"The Tower","♛ByKris♛","https://steamcommunity.com/sharedfiles/filedetails/?id=1111543136"
"Lagerhaus der Toten [WIP]","Chroma Spark","https://steamcommunity.com/sharedfiles/filedetails/?id=773098618"
"Labyrinth","SpookyBeing","https://steamcommunity.com/sharedfiles/filedetails/?id=788625330"
"Space Train Surival [Easy]","Jake3050","https://steamcommunity.com/sharedfiles/filedetails/?id=875120546"
"Zombies_Clue",".mindmirror★","https://steamcommunity.com/sharedfiles/filedetails/?id=783674485"
"Redwood Survival","🎃=(eG)= ProfessorWeeWoo🎃","https://steamcommunity.com/sharedfiles/filedetails/?id=1171096024"
"Zombie Academy","evaii","https://steamcommunity.com/sharedfiles/filedetails/?id=1317008528"
"Boat","CashinOutTV","https://steamcommunity.com/sharedfiles/filedetails/?id=875248483"
"THE AFTER SHADOWS OF EVIL (ALPHA 16)","QuentinFTL","https://steamcommunity.com/sharedfiles/filedetails/?id=824109181"
"TheKairi78 Halloween (Beta v2)","Fw_VeRTiGo | Gamdom.com","https://steamcommunity.com/sharedfiles/filedetails/?id=790848389"
"UNDEAD HALLWAY (Remastered)","JermzTM","https://steamcommunity.com/sharedfiles/filedetails/?id=934339052"
"(not very) INSANE ONE WINDOW MAP (v2)","s l a p n u t s","https://steamcommunity.com/sharedfiles/filedetails/?id=1081750217"
"ZM_INSANE 100","DKA_Masta","https://steamcommunity.com/sharedfiles/filedetails/?id=780232065"
"Rigged","Zixology","https://steamcommunity.com/sharedfiles/filedetails/?id=1480738508"
"One Window Challenge","Rytex","https://steamcommunity.com/sharedfiles/filedetails/?id=873474195"
"Windsor Park (Santa Ana) WIP","KursR","https://steamcommunity.com/sharedfiles/filedetails/?id=802163363"
"Zombie Sniper Challenge","SCreacher","https://steamcommunity.com/sharedfiles/filedetails/?id=1314057977"
"L's One window challenge","Crona","https://steamcommunity.com/sharedfiles/filedetails/?id=794469150"
"Gladiator Arena","MegaMech","https://steamcommunity.com/sharedfiles/filedetails/?id=802856698"
"d00msville [BETA]","Sean bloody Lock","https://steamcommunity.com/sharedfiles/filedetails/?id=932474061"
"Super Mario64 Zombies","𝓢𝔂𝓶𝓫𝓲𝓸𝓽𝓮","https://steamcommunity.com/sharedfiles/filedetails/?id=1513852667"
"Scooby Doo: Zombie Mystery","YouAlwaysWin Zombies","https://steamcommunity.com/sharedfiles/filedetails/?id=1206086703"
"One Room Challenge - Laboratory","AllWidthNoLength","https://steamcommunity.com/sharedfiles/filedetails/?id=772201219"
"Kill The Chosen One","ACoolName","https://steamcommunity.com/sharedfiles/filedetails/?id=775342472"
"ZM | CHOOSE GAMEMODE | WIP","QuentinFTL","https://steamcommunity.com/sharedfiles/filedetails/?id=914126542"
"Stadt Der Toten Night","NonSpecific","https://steamcommunity.com/sharedfiles/filedetails/?id=946590553"
"Twin Bridges","Taven","https://steamcommunity.com/sharedfiles/filedetails/?id=784331897"
"Hell's Trenches","TheKillaKlown","https://steamcommunity.com/sharedfiles/filedetails/?id=804584172"
"Bomb Shelter","Fireburn","https://steamcommunity.com/sharedfiles/filedetails/?id=772611579"
"zm_labs","masterguyperson","https://steamcommunity.com/sharedfiles/filedetails/?id=779399354"
"Die Kajute (Zombies)","TwitchAxern","https://steamcommunity.com/sharedfiles/filedetails/?id=776100762"
"Kenny's Challenge V1","AyeImDaddyKenny","https://steamcommunity.com/sharedfiles/filedetails/?id=775115863"
"Verlorene Stadt","goob76","https://steamcommunity.com/sharedfiles/filedetails/?id=788929672"
"TheKairi78 Zombie Map","ninoush ark","https://steamcommunity.com/sharedfiles/filedetails/?id=784696315"
"Revelations Or Gorod Krovi Console Enabler","Zombhunter","https://steamcommunity.com/sharedfiles/filedetails/?id=784374245"
"Lakehouse - Custom Zombies MAP","aphexjh","https://steamcommunity.com/sharedfiles/filedetails/?id=952892345"
"Simplex (Release)","Tuscits","https://steamcommunity.com/sharedfiles/filedetails/?id=1488258636"
"Spud's Ascension","I have no teeth","https://steamcommunity.com/sharedfiles/filedetails/?id=1249235172"
"zm_objective_butter","noVADex*","https://steamcommunity.com/sharedfiles/filedetails/?id=948623861"
"Zombie Facility","ESSKEETTITTT","https://steamcommunity.com/sharedfiles/filedetails/?id=772202809"
"Zombie Counter [MOD]","Johnathon","https://steamcommunity.com/sharedfiles/filedetails/?id=847539857"
"A-v-P Meatfactory Zombies",".:: D-2-K ::.","https://steamcommunity.com/sharedfiles/filedetails/?id=875665025"
"Two Story","Motion","https://steamcommunity.com/sharedfiles/filedetails/?id=945918189"
"Hard Mode","Collie","https://steamcommunity.com/sharedfiles/filedetails/?id=804010736"
"Dark Matter Camo (Discontinued)","Bors Pepsi","https://steamcommunity.com/sharedfiles/filedetails/?id=781138978"
"Pioneer: Undead Nightmare [Early WIP]","Skoptsy","https://steamcommunity.com/sharedfiles/filedetails/?id=1077870787"
"Befallenen Quarantäne","Zynx","https://steamcommunity.com/sharedfiles/filedetails/?id=787177275"
"Gun Game _energy","fipso","https://steamcommunity.com/sharedfiles/filedetails/?id=786066728"
"HELLS RESORT (HARD)","PROALLDAY","https://steamcommunity.com/sharedfiles/filedetails/?id=1095002371"
"BBS Bad Neuenahr","Zitroneee","https://steamcommunity.com/sharedfiles/filedetails/?id=1431849243"
"BBS Bad Neuenahr","Zitroneee","https://steamcommunity.com/sharedfiles/filedetails/?id=1431849243"
"Forgotten Town","Ikkese","https://steamcommunity.com/sharedfiles/filedetails/?id=1273422720"
"Color Cube","Mike Rus Tianus","https://steamcommunity.com/sharedfiles/filedetails/?id=907767549"
"10 Doors Enigme","youtubug12","https://steamcommunity.com/sharedfiles/filedetails/?id=1259470376"
"The Four World Challenge","killer.exe","https://steamcommunity.com/sharedfiles/filedetails/?id=1237396408"
"iSnipe | BO3","Sheep Wizard <3","https://steamcommunity.com/sharedfiles/filedetails/?id=780933282"
"Multiplayer Life Timer","a real person 0552385","https://steamcommunity.com/sharedfiles/filedetails/?id=770674037"
"Lost (Tropical Island)","DaяkCoD","https://steamcommunity.com/sharedfiles/filedetails/?id=804755391"
"Free On The House at Start","The Cow","https://steamcommunity.com/sharedfiles/filedetails/?id=775515856"
"The Lost Town v1.2","TumpoV","https://steamcommunity.com/sharedfiles/filedetails/?id=1375277666"
"Zombies Training Map Challenge","MY MAN!","https://steamcommunity.com/sharedfiles/filedetails/?id=874548551"
"San Dead-in School","BEEENG","https://steamcommunity.com/sharedfiles/filedetails/?id=874273951"
"Nightmare","All0utWar","https://steamcommunity.com/sharedfiles/filedetails/?id=904809039"
"de_dust2","aoisensi","https://steamcommunity.com/sharedfiles/filedetails/?id=785693582"
"Shipment Christmas","YouAlwaysWin Zombies","https://steamcommunity.com/sharedfiles/filedetails/?id=845133014"
